0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,4.000000000000000083e-03,6.000000000000000125e-03,1.099999999999999936e-02,7.000000000000000146e-03,6.000000000000000125e-03,6.000000000000000125e-03,4.000000000000000083e-03,2.000000000000000042e-03
1.000000000000000021e-03,5.000000000000000104e-03,5.000000000000000104e-03,1.600000000000000033e-02,1.799999999999999864e-02,2.100000000000000130e-02,1.499999999999999944e-02,1.400000000000000029e-02,1.299999999999999940e-02,7.000000000000000146e-03,2.000000000000000042e-03
6.000000000000000125e-03,1.299999999999999940e-02,2.299999999999999961e-02,2.500000000000000139e-02,2.999999999999999889e-02,2.500000000000000139e-02,2.199999999999999872e-02,2.199999999999999872e-02,1.400000000000000029e-02,8.000000000000000167e-03,4.000000000000000083e-03
2.199999999999999872e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.899999999999999689e-02,4.399999999999999745e-02,3.500000000000000333e-02,2.800000000000000058e-02,2.999999999999999889e-02,1.200000000000000025e-02,1.400000000000000029e-02,4.000000000000000083e-03
1.059999999999999970e-01,2.379999999999999893e-01,1.209999999999999964e-01,7.499999999999999722e-02,6.199999999999999956e-02,3.799999999999999906e-02,3.200000000000000067e-02,2.100000000000000130e-02,2.699999999999999969e-02,1.400000000000000029e-02,6.000000000000000125e-03
1.000000000000000000e+00,3.260000000000000120e-01,1.680000000000000104e-01,1.120000000000000023e-01,7.199999999999999456e-02,5.500000000000000028e-02,3.699999999999999817e-02,2.800000000000000058e-02,1.700000000000000122e-02,1.600000000000000033e-02,8.999999999999999320e-03
1.150000000000000050e-01,2.280000000000000082e-01,1.270000000000000018e-01,7.799999999999999989e-02,5.199999999999999761e-02,3.699999999999999817e-02,2.900000000000000147e-02,1.899999999999999953e-02,1.600000000000000033e-02,1.400000000000000029e-02,8.000000000000000167e-03
2.999999999999999889e-02,7.099999999999999367e-02,7.000000000000000666e-02,5.299999999999999850e-02,3.699999999999999817e-02,2.900000000000000147e-02,1.899999999999999953e-02,1.600000000000000033e-02,1.200000000000000025e-02,8.999999999999999320e-03,5.000000000000000104e-03
1.200000000000000025e-02,2.199999999999999872e-02,2.599999999999999881e-02,2.599999999999999881e-02,2.500000000000000139e-02,1.299999999999999940e-02,5.000000000000000104e-03,5.000000000000000104e-03,7.000000000000000146e-03,3.000000000000000062e-03,6.000000000000000125e-03
5.000000000000000104e-03,1.400000000000000029e-02,1.200000000000000025e-02,1.099999999999999936e-02,6.000000000000000125e-03,7.000000000000000146e-03,3.000000000000000062e-03,2.000000000000000042e-03,2.000000000000000042e-03,0.000000000000000000e+00,2.000000000000000042e-03
3.000000000000000062e-03,2.000000000000000042e-03,5.000000000000000104e-03,5.000000000000000104e-03,6.000000000000000125e-03,1.000000000000000021e-03,2.000000000000000042e-03,1.000000000000000021e-03,0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00
