0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,0.000000000000000000e+00,2.000000000000000042e-03,2.000000000000000042e-03,2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000062e-03,1.099999999999999936e-02,7.000000000000000146e-03,1.200000000000000025e-02,6.000000000000000125e-03,4.000000000000000083e-03,1.000000000000000021e-03,1.000000000000000021e-03,3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000058e-02,1.600000000000000033e-02,5.899999999999999689e-02,1.000000000000000021e-02,1.200000000000000025e-02,2.000000000000000042e-03,4.000000000000000083e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.799999999999999489e-02,1.970000000000000084e-01,5.700000000000000205e-02,3.799999999999999906e-02,1.600000000000000033e-02,1.400000000000000029e-02,5.000000000000000104e-03,4.000000000000000083e-03,0.000000000000000000e+00,3.000000000000000062e-03,3.000000000000000062e-03
1.000000000000000000e+00,9.500000000000000111e-02,9.099999999999999756e-02,1.200000000000000025e-02,1.600000000000000033e-02,4.000000000000000083e-03,8.999999999999999320e-03,1.000000000000000021e-03,4.000000000000000083e-03,1.000000000000000021e-03,3.000000000000000062e-03
1.000000000000000056e-01,2.200000000000000011e-01,7.499999999999999722e-02,4.100000000000000172e-02,2.299999999999999961e-02,1.499999999999999944e-02,7.000000000000000146e-03,5.000000000000000104e-03,5.000000000000000104e-03,6.000000000000000125e-03,1.000000000000000021e-03
2.500000000000000139e-02,1.099999999999999936e-02,4.900000000000000189e-02,1.000000000000000021e-02,1.099999999999999936e-02,4.000000000000000083e-03,3.000000000000000062e-03,1.000000000000000021e-03,3.000000000000000062e-03,0.000000000000000000e+00,1.000000000000000021e-03
6.000000000000000125e-03,8.999999999999999320e-03,7.000000000000000146e-03,1.499999999999999944e-02,8.999999999999999320e-03,6.000000000000000125e-03,2.000000000000000042e-03,2.000000000000000042e-03,1.000000000000000021e-03,2.000000000000000042e-03,1.000000000000000021e-03
1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,7.000000000000000146e-03,1.000000000000000021e-03,4.000000000000000083e-03,0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00,1.000000000000000021e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
