-1.200000000000000025e-02,-2.299999999999999961e-02,-3.399999999999999550e-02,-3.400000000000000244e-02,-3.799999999999999906e-02,-4.299999999999999656e-02,-4.000000000000000083e-02,-5.200000000000000455e-02,-4.100000000000000172e-02,-3.999999999999999389e-02,-2.600000000000000228e-02
-2.099999999999999784e-02,-3.500000000000000333e-02,-6.400000000000000133e-02,-5.499999999999999334e-02,-6.899999999999999190e-02,-5.199999999999999067e-02,-7.900000000000000078e-02,-5.600000000000000810e-02,-6.099999999999999867e-02,-5.100000000000000366e-02,-5.999999999999999778e-02
-4.300000000000000350e-02,-8.000000000000000167e-02,-7.400000000000001021e-02,-9.400000000000000022e-02,-8.799999999999999489e-02,-9.400000000000000022e-02,-8.399999999999999134e-02,-9.099999999999999756e-02,-8.600000000000000699e-02,-8.599999999999999312e-02,-7.599999999999999811e-02
-8.099999999999998868e-02,-8.599999999999999312e-02,-1.420000000000000151e-01,-1.050000000000000100e-01,-1.410000000000000142e-01,-9.500000000000000111e-02,-1.179999999999999938e-01,-8.200000000000000344e-02,-1.170000000000000068e-01,-8.100000000000000255e-02,-8.100000000000000255e-02
-1.049999999999999961e-01,-1.650000000000000355e-01,-1.739999999999999880e-01,-1.739999999999999880e-01,-1.390000000000000124e-01,-1.509999999999999953e-01,-1.219999999999999973e-01,-1.320000000000000062e-01,-1.130000000000000171e-01,-1.069999999999999979e-01,-9.099999999999999756e-02
0.000000000000000000e+00,-3.999999999999998002e-02,-1.819999999999999674e-01,-1.239999999999999852e-01,-1.570000000000000284e-01,-1.189999999999999947e-01,-1.310000000000000053e-01,-1.139999999999999902e-01,-1.320000000000000062e-01,-8.899999999999999578e-02,-1.020000000000000073e-01
-8.300000000000000433e-02,-1.720000000000000140e-01,-1.719999999999999862e-01,-1.849999999999999978e-01,-1.740000000000000158e-01,-1.640000000000000069e-01,-1.330000000000000071e-01,-1.300000000000000044e-01,-1.089999999999999997e-01,-1.020000000000000073e-01,-8.799999999999999489e-02
-6.300000000000000044e-02,-7.199999999999999456e-02,-1.389999999999999847e-01,-1.050000000000000100e-01,-1.340000000000000080e-01,-1.129999999999999893e-01,-1.180000000000000077e-01,-1.069999999999999979e-01,-1.130000000000000032e-01,-8.600000000000000699e-02,-7.799999999999999989e-02
-2.699999999999999969e-02,-4.899999999999999495e-02,-6.800000000000000488e-02,-8.000000000000000167e-02,-9.299999999999999933e-02,-1.100000000000000006e-01,-1.039999999999999952e-01,-1.029999999999999943e-01,-8.899999999999999578e-02,-9.099999999999999756e-02,-6.599999999999998923e-02
-9.000000000000001055e-03,-1.000000000000000021e-02,-3.500000000000000333e-02,-4.900000000000000189e-02,-8.199999999999998956e-02,-6.599999999999998923e-02,-8.299999999999999045e-02,-6.600000000000000311e-02,-8.300000000000000433e-02,-7.099999999999999367e-02,-5.600000000000000117e-02
-7.000000000000000146e-03,-1.200000000000000025e-02,-1.600000000000000033e-02,-3.300000000000000155e-02,-4.000000000000000083e-02,-5.399999999999999939e-02,-5.500000000000000028e-02,-4.999999999999999584e-02,-4.000000000000000083e-02,-4.000000000000000083e-02,-2.900000000000000147e-02
