-1.200000000000000025e-02,-2.199999999999999872e-02,-3.699999999999999817e-02,-3.799999999999999906e-02,-4.299999999999999656e-02,-5.399999999999999939e-02,-4.599999999999999922e-02,-5.700000000000000205e-02,-4.599999999999999922e-02,-4.399999999999999745e-02,-2.800000000000000058e-02
-2.099999999999999784e-02,-3.899999999999999994e-02,-6.800000000000000488e-02,-7.099999999999999367e-02,-8.499999999999999223e-02,-7.099999999999999367e-02,-9.199999999999999845e-02,-7.000000000000000666e-02,-7.399999999999999634e-02,-5.800000000000000294e-02,-6.199999999999999956e-02
-4.599999999999999922e-02,-8.200000000000000344e-02,-8.999999999999999667e-02,-1.069999999999999979e-01,-1.119999999999999885e-01,-1.149999999999999911e-01,-1.049999999999999961e-01,-1.120000000000000023e-01,-9.700000000000000289e-02,-9.400000000000000022e-02,-8.000000000000000167e-02
-7.499999999999999722e-02,-1.300000000000000044e-01,-1.430000000000000160e-01,-1.539999999999999980e-01,-1.729999999999999871e-01,-1.280000000000000027e-01,-1.419999999999999873e-01,-1.120000000000000023e-01,-1.290000000000000036e-01,-9.500000000000000111e-02,-8.500000000000000611e-02
-1.229999999999999982e-01,-2.060000000000000164e-01,-2.379999999999999893e-01,-2.109999999999999931e-01,-1.849999999999999978e-01,-1.749999999999999889e-01,-1.489999999999999936e-01,-1.489999999999999936e-01,-1.400000000000000133e-01,-1.179999999999999938e-01,-9.400000000000000022e-02
0.000000000000000000e+00,-2.710000000000000187e-01,-2.590000000000000080e-01,-2.239999999999999769e-01,-2.130000000000000226e-01,-1.699999999999999845e-01,-1.590000000000000024e-01,-1.409999999999999865e-01,-1.449999999999999900e-01,-1.039999999999999952e-01,-1.079999999999999988e-01
-9.800000000000000377e-02,-1.800000000000000211e-01,-2.239999999999999769e-01,-2.220000000000000029e-01,-2.030000000000000138e-01,-1.859999999999999987e-01,-1.549999999999999989e-01,-1.439999999999999891e-01,-1.199999999999999956e-01,-1.100000000000000006e-01,-9.500000000000000111e-02
-6.800000000000000488e-02,-1.319999999999999785e-01,-1.599999999999999756e-01,-1.479999999999999927e-01,-1.600000000000000033e-01,-1.379999999999999838e-01,-1.340000000000000080e-01,-1.219999999999999973e-01,-1.219999999999999973e-01,-9.500000000000000111e-02,-8.200000000000000344e-02
-3.300000000000000155e-02,-6.199999999999999262e-02,-8.699999999999999400e-02,-9.099999999999999756e-02,-1.089999999999999997e-01,-1.169999999999999929e-01,-1.069999999999999979e-01,-1.059999999999999970e-01,-9.500000000000000111e-02,-9.199999999999999845e-02,-7.099999999999999367e-02
-1.300000000000000114e-02,-2.400000000000000050e-02,-4.700000000000000011e-02,-5.899999999999999689e-02,-8.099999999999998868e-02,-7.199999999999999456e-02,-8.199999999999998956e-02,-6.800000000000000488e-02,-8.400000000000000522e-02,-7.099999999999999367e-02,-5.700000000000000205e-02
-1.000000000000000021e-02,-1.400000000000000029e-02,-2.100000000000000130e-02,-3.799999999999999906e-02,-4.499999999999999833e-02,-5.500000000000000028e-02,-5.700000000000000205e-02,-5.099999999999999672e-02,-4.000000000000000083e-02,-4.100000000000000172e-02,-2.900000000000000147e-02
